,party,sentence,sentence_coal,score
117,fdp,"wir wollen die staaten afrikas partnerschaftlich bei der stärkung von wirtschaft, politik, zivilgesellschaft und, sofern geboten, der sicherheitskräfte unterstützen.",afrikas stärkung im regionalen und globalen wirtschaftsaustausch unterstützen wir.,0.8463088
118,fdp,"zudem wollen wir die europäische handlungsfähigkeit sowie den zusammenhalt der nato stärken und so dazu beitragen, die besonderen beziehungen zwischen europa und den usa auf eine grundlage zu stellen, die den aktuellen geopolitischen umbrüchen rechnung trägt.",wir werden den europäischen pfeiler in der nato stärken und uns für eine intensivere zusammenarbeit zwischen nato und eu einsetzen.,0.84586823
119,fdp,"wir wollen zudem, dass deutschland und die eu den ausbau der wirtschaftlichen, wissenschaftlichen und zivilgesellschaftlichen beziehungen vorantreiben.",wir wollen die potenziale der zusammenarbeit deutschlands und der eu mit der region und der staaten der region untereinander ausschöpfen.,0.8457428
120,fdp,förderanträge wollen wir vereinfachen.,"wir streben an, die vergabe- und förderrichtlinien des bmz und des aa zu vereinfachen.",0.84536374
121,fdp,das ist eine chance auf mehr freiheit für alle und für zukünftige generationen.,damit schützen wir die freiheit und chancen jetziger und kommender generationen.,0.8448839
122,fdp,engpässe in der versorgung müssen vermieden und bekämpft werden.,die engpässe in der versorgung bekämpfen wir entschieden.,0.84459287
123,fdp,es soll auch in zukunft als garant für unsere sicherheit stehen.,wir stehen für einen umfassenden sicherheitsbegriff.,0.84423655
124,fdp,"gerade im sport besteht die chance, soziale kompetenzen, integrationsbereitschaft und inklusion nachhaltig zu vermitteln.","wir stärken die inklusion im sport, unter anderem das projekt „indus“ und inklusive ligen.",0.84383535
125,fdp,"werden wir das land, das in uns steckt die kraft zur umfassenden modernisierung deutschlands steckt in uns.","5 was wir voranbringen wollen deutschland wird nur auf der höhe der zeit agieren können, wenn wir den staat selbst modernisieren.",0.84369546
126,fdp,wir wollen zahlungsschwachen wohnungssuchenden den zugang zum freien wohnungsmarkt mithilfe des wohngeldes erleichtern.,"b. durch einen freibetrag ermöglichen, um den erwerb selbstgenutzten wohneigentums zu erleichtern.",0.84369475
127,fdp,"demokratie und parlamentarismus unsere demokratie und unsere freiheit sind bedroht durch extremismus, durch populismus und durch gleichgültigkeit.",kampf gegen extremismus rechtsextremismus ist derzeit die größte bedrohung unserer demokratie.,0.8434089
128,fdp,"frauenrechte sind menschenrechte wir freie demokraten sind überzeugt, dass frauen weltweit eine elementare rolle in der internationalen friedenssicherung, streitschlichtung und krisenprävention spielen.","der einsatz für frieden, freiheit, menschenrechte, demokratie, rechtsstaatlichkeit und nachhaltigkeit ist für uns unverzichtbarer teil einer erfolgreichen und glaubwürdigen außenpolitik.",0.8432691
129,fdp,"auch mit russland sollte der schwerpunkt unserer zusammenarbeit in den bereichen erneuerbare energien, wasserstoff und synthetische kraftstoffe liegen.","wir streben eine vertiefung der energiepartnerschaft mit der ukraine an, mit starken ambitionen in den bereichen erneuerbare energie, produktion von grünem wasserstoff, energieeffizienz und co2-reduktion.",0.8428446
130,fdp,dazu werden wir einen nationalen aktionsplan für gewässer und wassermanagement erarbeiten.,wir setzen zügig eine von bund und ländern gemeinsam 41 getragene nationale wasserstrategie mit dem ziel eines integrierten wassermanagements um.,0.8423398
131,fdp,dadurch schaffen wir bessere bedingungen für start-ups und geben innovationen eine chance.,für einen echten innovationsschub müssen wir ausgründungen vorantreiben.,0.8423027
132,fdp,"smarte anwendungen können dazu beitragen, den wandel von einer zentralen zu einer dezentralen energieversorgung weiter voranzutreiben.",den dezentralen ausbau der erneuerbaren energien wollen wir stärken.,0.8419056
133,fdp,klare regeln ein stabiler euro ist voraussetzung für wachstum und wohlstand in europa.,preisstabilität ist elementar für den wohlstand europas.,0.84156287
134,fdp,daher treten wir für eine einheitliche europäische regelung zur menschenrechtlichen sorgfaltspflicht in der lieferkette ein.,unser ziel sind entsprechende verbindliche eu-weit einheitliche standards.,0.8414895
135,fdp,gemeinsam mit unseren europäischen partnern wollen wir uns für die bewahrung unserer freiheitlichen lebensweise in europa und den schutz von frieden und menschenrechten international einsetzen.,"wir handeln im europäischen selbstverständnis, eingebettet in das historische friedens- und freiheitsprojekt der europäischen union (eu).",0.8406494
136,fdp,dafür muss die entwicklungszusammenarbeit der eu und ihrer mitgliedstaaten besser aufeinander abgestimmt werden.,"wir streben eine engere, zielgenauere und verbindliche kooperation zwischen bund, ländern und kommunen an.",0.84023845
137,fdp,wir wollen daher den weg frei machen für eine bürgernahe und digitale verwaltung.,die verwaltung wird digitaler und konsequent bürgerorientiert.,0.8401034
138,fdp,bund und länder müssen hier intensiver zusammenarbeiten.,internationale zusammenarbeit muss daher neu vorangetrieben werden.,0.83991605
139,fdp,so können wir jedem kind gerechtere startchancen verschaffen.,startchancen-programm mit dem neuen programm „startchancen“ wollen wir kindern und jugendlichen bessere bildungschancen unabhängig von der sozialen lage ihrer eltern ermöglichen.,0.8395737
140,fdp,"eine niederlassungserlaubnis soll bereits nach drei jahren gewährt werden, wenn die antragstellerin oder der antragsteller in dieser zeit mit gültigem aufenthaltstitel straffrei in deutschland gelebt hat und sprachkenntnisse sowie die vollständige deckung des lebensunterhaltes auch der familie nachweisen kann.","januar 2022 seit fünf jahren in deutschland leben, nicht straffällig geworden sind und sich zur freiheitlichen demokratischen grundordnung bekennen, sollen eine einjährige aufenthaltserlaubnis auf probe erhalten können, um in dieser zeit die übrigen voraussetzungen für ein bleiberecht zu erfüllen (insbesondere lebensunterhaltssicherung und identitätsnachweis gemäß §§ 25 a und b aufenthg).",0.83937794
141,fdp,daher treten wir für eine einheitliche europäische regelung zur menschenrechtlichen sorgfaltspflicht in der lieferkette ein.,auf grundlage der europäischen vorgaben werden wir den rechtsrahmen (u. a.,0.83909386
142,fdp,"darum wollen wir von der bildung über eine bedarfsgerechte personalbemessung bis hin zu mehr karrierechancen dafür sorgen, dass der beruf wieder attraktiver wird.",außerdem steigern wir die attraktivität durch die förderung von fachkarrieren und eine diversitätsorientierte stellenbesetzungsoffensive.,0.83870614
143,fdp,eine vereinigung von china und taiwan kann nur im friedlichen konsens erfolgen.,eine veränderung des status quo in der straße von taiwan darf nur friedlich und im gegenseitigen einvernehmen erfolgen.,0.8383224
144,fdp,gemeinsam mit unseren europäischen partnern wollen wir uns für die bewahrung unserer freiheitlichen lebensweise in europa und den schutz von frieden und menschenrechten international einsetzen.,"der einsatz für frieden, freiheit, menschenrechte, demokratie, rechtsstaatlichkeit und nachhaltigkeit ist für uns ein unverzichtbarer teil einer erfolgreichen und glaubwürdigen außenpolitik für deutschland und europa.",0.8382995
145,fdp,einwanderung und flucht deutschland ist ein einwanderungsland.,uns verbindet das verständnis von deutschland als vielfältige einwanderungsgesellschaft.,0.83819044
146,fdp,nutzen wir die chancen der digitalisierung für uns.,"wir wollen das potenzial der digitalisierung für die entfaltungsmöglichkeiten der menschen, für wohlstand, freiheit, soziale teilhabe und nachhaltigkeit nutzen.",0.8375367
147,fdp,"bei all diesen schritten achten wir darauf, die interoperabilität mit kräften und instrumenten der nato weiter zu verstärken.",bei allen diesen schritten muss die interoperabilität und die komplementarität mit kommandostrukturen und fähigkeiten der nato gesichert bleiben.,0.8375155
148,fdp,"gleichzeitig muss es das klare ziel sein, einen künftigen palästinensischen staat auf der basis von demokratie und rechtsstaatlichkeit aufzubauen.","von der palästinensischen seite erwarten wir fortschritte bei demokratie, rechtsstaatlichkeit und menschenrechten.",0.83710533
149,fdp,"tolerante und weltoffene gesellschaft wir freie demokraten treten für eine gesellschaft ein, in der jede und jeder unabhängig von herkunft, aussehen, religion oder politischer ansichten, frei leben und sich frei äußern kann.","wir fördern die vielfältige, tolerante und demokratische zivilgesellschaft.",0.83685446
150,fdp,dazu wollen wir die chancen des seriellen und modularen bauens nutzen sowie ein digitales und teilautomatisiertes baugenehmigungsverfahren entwickeln.,wir wollen modulares und serielles bauen und sanieren durch typengenehmigungen beschleunigen.,0.8367278
151,fdp,die zentralen orte der diskussion und entscheidung sind unsere parlamente.,wir werden daher das parlament als ort der debatte und der gesetzgebung stärken.,0.83583874
152,fdp,"ziel ist es, der eu die diversifizierung ihrer energiequellen zu ermöglichen und ihre abhängigkeit von einzelnen lieferanten zu reduzieren.",wir wollen die energieversorgung für deutschland und europa diversifizieren.,0.83556753
153,fdp,im gegenzug muss der bund ihnen aber die kosten erstatten.,bei geringverdienenden werden die kosten übernommen.,0.83440197
154,fdp,"der nationale aktionsplan „frauen, frieden, sicherheit“ und die entsprechende resolution 1325 der vereinten nationen (vn) müssen ambitioniert umgesetzt werden.","wir wollen mehr frauen in internationale führungspositionen entsenden, den nationalen aktionsplan zur umsetzung der vn-resolution 1325 ambitioniert umsetzen und weiterentwickeln.",0.8343073
155,fdp,"anstatt nur mehr staatliche mittel bereitzustellen, wollen wir für privates kapital die investition in wagniskapital attraktiver gestalten.",wir setzen auf die mobilisierung privater investitionen.,0.83409476
156,fdp,forstwirtschaftliche zusammenschlüsse und damit auch kleinprivatwälder wollen wir stärken.,"wir fördern bodenschonende waldbearbeitung, z.",0.8340355
157,fdp,wir setzen uns daher für den erhalt dieser ein.,"sie verlässlich zu fördern, ist unsere aufgabe.",0.83388305
158,fdp,die 17 ziele für nachhaltige entwicklung sind ein wichtiger beitrag zur gestaltung der globalisierung.,umwelt- und naturschutz die 17 globalen nachhaltigkeitsziele der vereinten nationen (sdg) sind richtschnur unserer politik.,0.8338619
159,fdp,wir möchten bessere rahmenbedingungen an hochschulen für wissenschaftskarrieren schaffen.,"unsere universitäten und hochschulen für angewandte wissenschaften (haw) werden wir als herz des wissenschaftssystems stärken, innovation und transfer von der grundlagenforschung bis in die anwendung fördern und beschleunigen.",0.8338412
160,fdp,wir wollen allen menschen eine wohnortnahe und qualitativ hochwertige medizinische versorgung sichern.,"gesundheitliche und pflegerische versorgung muss zukunftssicher, bedarfsgerecht und wohnortnah sein.",0.8334585
161,fdp,"wir wollen die staaten afrikas partnerschaftlich bei der stärkung von wirtschaft, politik, zivilgesellschaft und, sofern geboten, der sicherheitskräfte unterstützen.",die zusammenarbeit mit der afrikanischen union sowie den afrikanischen regionalorganisationen bauen wir aus.,0.83327204
162,fdp,"die herausforderungen, die vor uns liegen, bergen die chance für eine zukunftsorientierte neuausrichtung – für mehr wachstum und innovation.","wir haben lust auf zukunft und den mut zu veränderungen, sind offen für neues und werden neue technologische, digitale, soziale und nachhaltige innovationskraft entfachen.",0.833169
163,fdp,durch eine öffnung der förderung schaffen wir attraktive perspektiven für talente aus der beruflichen bildung.,"wir bringen eine exzellenzinitiative berufliche bildung auf den weg, u. a. bauen wir innovet aus und öffnen die begabtenförderungswerke des bundes für die berufliche bildung.",0.8327319
164,fdp,"moderne arbeitswelt die moderne arbeitswelt bietet vielfältige chancen für arbeitnehmerinnen und arbeitnehmer, selbstständige und unternehmen.","arbeit wir wollen die moderne arbeitswelt gestalten, dabei berufliche chancen ermöglichen sowie sicherheit und flexibilität in einklang bringen.",0.8326767
165,fdp,"wir brauchen land- und forstwirtschaft, die nachhaltig ist und flächen, die zusätzliche beiträge zum naturschutz leisten.","biotopverbund, nationales naturerbe, wildnisgebiete, gewässer- und artenschutz – eine erhebliche bedeutung und können die entwicklung im ländlichen raum unterstützen und einer nachhaltigen nutzung zur verfügung stehen.",0.8325611
166,fdp,dadurch schaffen wir bessere bedingungen für start-ups und geben innovationen eine chance.,"start-up-, gründungs- und innovationsförderung wir stärken die start-up- und gründerförderung.",0.83234507
167,fdp,"als übergangslösung bis zu einem globalen co2-zertifikatehandel unterstützen wir die eu darin, eine wto-konforme weiterentwicklung des „carbon leakage“-schutzes einzuführen, der sich am eu-ets orientiert.",wir unterstützen die einführung eines europaweit wirksamen co2-grenzausgleichsmechanismus oder vergleichbar wirksame instrumente.,0.83228433
